WELL_KEY,BASIN,BASIN_CODE,POOL_NAME,FORMATION_NAME,WELL_ALIAS,BATTERY,COUNTRY,WELLHEAD_LATITUDE,WELLHEAD_LONGITUDE,SANDFACE_LATITUDE,SANDFACE_LONGITUDE,SANDFACE_DLS,SANDFACE_NTS,FIELD_CODE,POOL_CODE,FORMATION_CODE,NAD,KB_ELEVATION,GROUND_ELEVATION,CASING_FLANGE_ELEVATION,WELL_STATUS,ENTITY_NO,PRIMARY_FLUID,CURRENT_STATUS,STATUS_DATE,UNIT,UNIT_CODE,NUM_OF_FRACS,BATTERY_CODE,BOTTOM_PERFORATION_MD,BOTTOM_PERFORATION_TVD,DISTRICT,ENTITY_LOCATION,GAS_GATHERER,LATERAL_CODE,LATERAL_NAME,LICENSE_DATE,METER_NUMBER,OIL_CONDENSATE_GATHERER,ONSHORE_OFFSHORE,ORIGINAL_OPERATOR,ORIGINAL_OPERATOR_CODE,PLANT_CODE,PLANT_NAME,PLANT_TYPE,PLANT_TYPE_DESCRIPTION,PLUGBACK_DEPTH_MD,PLUGBACK_DEPTH_TVD,RIG_RELEASE_DATE,SPUD_DATE,TOP_PERFORATION_MD,TOP_PERFORATION_TVD,TOTAL_DEPTH_MD,TOTAL_DEPTH_TVD,WELL_TYPE,USER_SPECIFIED_CUSTOM_ATTR_1,USER_SPECIFIED_CUSTOM_ATTR_2,USER_SPECIFIED_CUSTOM_ATTR_N
50.0583.0021.01,Cook Inlet,1,None,None,BRU 211-26,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0009.00,Cook Inlet,1,None,None,BRU 212-18,N,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0009.01,Cook Inlet,1,None,None,BRU 212-18,N,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0006.00,Cook Inlet,1,None,None,BRU 212-24L,K,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0006.02,Cook Inlet,1,None,None,BRU 212-24L,K,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0006.01,Cook Inlet,1,None,None,BRU 212-24S,K,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0006.03,Cook Inlet,1,None,None,BRU 212-24S,K,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0026.00,Cook Inlet,1,None,None,BRU 212-24T,K,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0026.01,Cook Inlet,1,None,None,BRU 212-24T,K,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0002.00,Cook Inlet,1,None,None,BRU 212-25,G,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0002.01,Cook Inlet,1,None,None,BRU 212-25,G,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0028.00,Cook Inlet,1,None,None,BRU 212-26,H,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0004.00,Cook Inlet,1,None,None,BRU 212-35,E,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0004.01,Cook Inlet,1,None,None,BRU 212-35,E,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0019.00,Cook Inlet,1,None,None,BRU 212-35T,E,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0019.01,Cook Inlet,1,None,None,BRU 212-35T,E,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0034.00,Cook Inlet,1,None,None,BRU 214-13,K,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0018.00,Cook Inlet,1,None,None,BRU 214-26L,H,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0018.02,Cook Inlet,1,None,None,BRU 214-26L,H,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0018.01,Cook Inlet,1,None,None,BRU 214-26S,H,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0018.03,Cook Inlet,1,None,None,BRU 214-26S,H,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0011.00,Cook Inlet,1,None,None,BRU 214-35,D,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0011.01,Cook Inlet,1,None,None,BRU 214-35,D,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0010.00,Cook Inlet,1,None,None,BRU 221-23,L,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0010.01,Cook Inlet,1,None,None,BRU 221-23,L,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0029.00,Cook Inlet,1,None,None,BRU 222-24,K,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0033.00,Cook Inlet,1,None,None,BRU 222-34,F,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0031.00,Cook Inlet,1,None,None,BRU 223-24,K,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0031.01,Cook Inlet,1,None,None,BRU 223-24 ,K,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0008.02,Cook Inlet,1,None,None,BRU 224-13,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0008.00,Cook Inlet,1,None,None,BRU 224-13L,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0008.03,Cook Inlet,1,None,None,BRU 224-13L,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0008.01,Cook Inlet,1,None,None,BRU 224-13S,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0008.04,Cook Inlet,1,None,None,BRU 224-13S,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0013.00,Cook Inlet,1,None,None,BRU 224-23L,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0013.02,Cook Inlet,1,None,None,BRU 224-23L,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0013.01,Cook Inlet,1,None,None,BRU 224-23S,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0013.03,Cook Inlet,1,None,None,BRU 224-23S,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0027.00,Cook Inlet,1,None,None,BRU 224-23T,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0027.01,Cook Inlet,1,None,None,BRU 224-23T,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0017.00,Cook Inlet,1,None,None,BRU 224-34,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0017.01,Cook Inlet,1,None,None,BRU 224-34,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0001.00,Cook Inlet,1,None,None,BRU 232-04,B,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0001.01,Cook Inlet,1,None,None,BRU 232-04,B,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0012.00,Cook Inlet,1,None,None,BRU 232-09,DW-1,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0012.01,Cook Inlet,1,None,None,BRU 232-09,DW-1,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0025.00,Cook Inlet,1,None,None,BRU 232-23,K,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0025.01,Cook Inlet,1,None,None,BRU 232-23,K,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0014.00,Cook Inlet,1,None,None,BRU 232-26L,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0014.02,Cook Inlet,1,None,None,BRU 232-26L,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0014.01,Cook Inlet,1,None,None,BRU 232-26S,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0014.03,Cook Inlet,1,None,None,BRU 232-26S,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0026.02,Cook Inlet,1,None,None,BRU 233-23,K,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0003.00,Cook Inlet,1,None,None,BRU 233-27,I,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0003.01,Cook Inlet,1,None,None,BRU 233-27,I,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0016.04,Cook Inlet,1,None,None,BRU 241-04,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0007.00,Cook Inlet,1,None,None,BRU 241-34L,F,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0007.02,Cook Inlet,1,None,None,BRU 241-34L,F,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0007.01,Cook Inlet,1,None,None,BRU 241-34S,F,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0007.03,Cook Inlet,1,None,None,BRU 241-34S,F,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0030.00,Cook Inlet,1,None,None,BRU 241-34T,F,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0022.00,Cook Inlet,1,None,None,BRU 242-04,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0022.01,Cook Inlet,1,None,None,BRU 242-04,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0020.00,Cook Inlet,1,None,None,BRU 243-34L,D,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0020.02,Cook Inlet,1,None,None,BRU 243-34L,D,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0020.01,Cook Inlet,1,None,None,BRU 243-34S,D,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0020.03,Cook Inlet,1,None,None,BRU 243-34S,D,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0005.00,Cook Inlet,1,None,None,BRU 244-04L,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0005.03,Cook Inlet,1,None,None,BRU 244-04L,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0005.01,Cook Inlet,1,None,None,BRU 244-04M,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0005.04,Cook Inlet,1,None,None,BRU 244-04M,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0005.02,Cook Inlet,1,None,None,BRU 244-04S,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0005.05,Cook Inlet,1,None,None,BRU 244-04S,A,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0024.00,Cook Inlet,1,None,None,BRU 244-23,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0024.01,Cook Inlet,1,None,None,BRU 244-23,J,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0032.00,Cook Inlet,1,None,None,BRU 244-27,F,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0015.00,Cook Inlet,1,None,None,BRU BRWD 001,N,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0015.01,Cook Inlet,1,None,None,BRU BRWD 001,N,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0583.0023.00,Cook Inlet,1,None,None,BRU H 001-L1,,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0005.99,Cook Inlet,1,None,None,Bruce 003,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0056.99,Cook Inlet,1,None,None,Bruce 003,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0056.00,Cook Inlet,1,None,None,Bruce 003,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0056.01,Cook Inlet,1,None,None,Bruce 003 WDW,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0005.01,Cook Inlet,1,None,None,Bruce 003RD,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0072.00,Cook Inlet,1,None,None,Bruce 004,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0030.99,Cook Inlet,1,None,None,Bruce 005,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0062.02,Cook Inlet,1,None,None,Bruce 005,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0062.03,Cook Inlet,1,None,None,Bruce 005,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0062.98,Cook Inlet,1,None,None,Bruce 005,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0062.99,Cook Inlet,1,None,None,Bruce 005,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0030.01,Cook Inlet,1,None,None,Bruce 005RD,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0057.00,Cook Inlet,1,None,None,Bruce 006,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0009.00,Cook Inlet,1,None,None,Bruce 006,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0046.00,Cook Inlet,1,None,None,Bruce 008,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0058.00,Cook Inlet,1,None,None,Bruce 008,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0063.00,Cook Inlet,1,None,None,Bruce 009,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0073.01,Cook Inlet,1,None,None,Bruce 010,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0073.99,Cook Inlet,1,None,None,Bruce 010,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0016.99,Cook Inlet,1,None,None,Bruce 012,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0016.01,Cook Inlet,1,None,None,Bruce 012RD,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0060.00,Cook Inlet,1,None,None,Bruce 014,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0018.00,Cook Inlet,1,None,None,Bruce 016,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0025.00,Cook Inlet,1,None,None,Bruce 018,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0061.99,Cook Inlet,1,None,None,Bruce 020,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0061.01,Cook Inlet,1,None,None,Bruce 020RD,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0045.00,Cook Inlet,1,None,None,Bruce 030,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0031.00,Cook Inlet,1,None,None,Bruce 031,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0059.01,Cook Inlet,1,None,None,Bruce 034,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0059.99,Cook Inlet,1,None,None,Bruce 034,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0047.01,Cook Inlet,1,None,None,Bruce 040,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0047.99,Cook Inlet,1,None,None,Bruce 040,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0064.00,Cook Inlet,1,None,None,Bruce 042,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0585.0076.00,Cook Inlet,1,None,None,Bruce Platform Acquired Fluids,Bruce,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0068.00,Cook Inlet,1,None,None,C 012-23 ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0089.00,Cook Inlet,1,None,None,C 013-13RD ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0086.00,Cook Inlet,1,None,None,C 013-23 ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0092.00,Cook Inlet,1,None,None,C 013A-23 ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0092.01,Cook Inlet,1,None,None,C 013A-23LN ADL 18756 (EFG),C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0090.00,Cook Inlet,1,None,None,C 021-23 ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0088.00,Cook Inlet,1,None,None,C 021-26 ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0067.00,Cook Inlet,1,None,None,C 021A-23 ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0084.00,Cook Inlet,1,None,None,C 022-23 ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0066.00,Cook Inlet,1,None,None,C 022-26RD ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0091.00,Cook Inlet,1,None,None,C 022A-26RD ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0065.00,Cook Inlet,1,None,None,C 023-23 Inj ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0062.00,Cook Inlet,1,None,None,C 023-26 Inj ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0069.00,Cook Inlet,1,None,None,C 024-23 Inj ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0063.00,Cook Inlet,1,None,None,C 024-26RD ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0083.00,Cook Inlet,1,None,None,C 024A-14 Inj ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0085.00,Cook Inlet,1,None,None,C 024A-23RD Inj ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0059.00,Cook Inlet,1,None,None,C 031-26RD ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0075.00,Cook Inlet,1,None,None,C 032-23RD2 ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0057.00,Cook Inlet,1,None,None,C 034-23 Inj ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0064.00,Cook Inlet,1,None,None,C 034-26 ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0070.00,Cook Inlet,1,None,None,C 041-23RD Inj ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0079.00,Cook Inlet,1,None,None,C 042-23 ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0087.00,Cook Inlet,1,None,None,C 043-14 ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0589.0076.00,Cook Inlet,1,None,None,C 044-14RD WDW ADL 18756,C,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0667.0001.98,Cook Inlet,1,None,None,CLU 001,1,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0667.0001.99,Cook Inlet,1,None,None,CLU 001,1,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0667.0001.03,Cook Inlet,1,None,None,CLU 001RD,1,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0667.0001.02,Cook Inlet,1,None,None,CLU 001RD,1,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0667.0002.00,Cook Inlet,1,None,None,CLU 003,3,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0667.0003.01,Cook Inlet,1,None,None,CLU 004L,3,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0667.0003.00,Cook Inlet,1,None,None,CLU 004S,3,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0667.0004.01,Cook Inlet,1,None,None,CLU 005,1,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0667.0004.04,Cook Inlet,1,None,None,CLU 005RD,1,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
