"WELL_KEY","WELL_NAME","WELLHEAD_LATITUDE","WELLHEAD_LONGITUDE","SANDFACE_LATITUDE","SANDFACE_LONGITUDE","SANDFACE_DLS","SANDFACE_NTS","API_FM","COUNTRY","PROVINCE_STATE","FIELD_NAME","FIELD_CODE","POOL_NAME","POOL_CODE","FORMATION_NAME","FORMATION_CODE","COUNTY_PARRISH","AREA_NAME","NAD","KB_ELEVATION","GROUND_ELEVATION","CASING_FLANGE_ELEVATION","WELL_STATUS","ENTITY_NO","PRIMARY_FLUID","CURRENT_STATUS","STATUS_DATE","UNIT","UNIT_CODE","NUM_OF_FRACS","WELL_ALIAS","BASIN","BASIN_CODE","BATTERY","BATTERY_CODE","BOTTOM_PERFORATION_MD","BOTTOM_PERFORATION_TVD","DISTRICT","ENTITY_LOCATION","GAS_GATHERER","LATERAL_CODE","LATERAL_NAME","LICENSE_DATE","METER_NUMBER","OIL_CONDENSATE_GATHERER","ONSHORE_OFFSHORE","ORIGINAL_OPERATOR","ORIGINAL_OPERATOR_CODE","PLANT_CODE","PLANT_NAME","PLANT_TYPE","PLANT_TYPE_DESCRIPTION","PLUGBACK_DEPTH_MD","PLUGBACK_DEPTH_TVD","RIG_RELEASE_DATE","SPUD_DATE","TOP_PERFORATION_MD","TOP_PERFORATION_TVD","TOTAL_DEPTH_MD","TOTAL_DEPTH_TVD","WELL_TYPE","USER_SPECIFIED_CUSTOM_ATTR_1","USER_SPECIFIED_CUSTOM_ATTR_2","USER_SPECIFIED_CUSTOM_ATTR_N"
"50.0583.0001","BRU 232-04 (Beluga Sterling PA)",61.1614000501722,-151.055220050265,61.164444615027,-151.060161763754,NA,NA,"502831002300","USA","AK","Beluga River - 50.0583",NA,"000UNKWN",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,104,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 232-04","Cook Inlet",1,"B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1963-01-04",NA,NA,5300,NA,NA,NA,NA,NA
"50.0583.0002","BRU 212-25 (Beluga Sterling PA)",61.1902099416355,-150.998290431358,61.1902802929013,-150.998290593236,NA,NA,"502831002500","USA","AK","Beluga River - 50.0583",NA,"000UNKWN",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,42,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 212-25","Cook Inlet",1,"G",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1962-11-13",NA,NA,5800,NA,NA,NA,NA,NA
"50.0583.0003","BRU 233-27 (Beluga Sterling PA)",61.1862500495002,-151.04305005022,61.1862395535126,-151.042976618776,NA,NA,"502831002600","USA","AK","Beluga River - 50.0583",NA,"000UNKWN",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,104,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 233-27","Cook Inlet",1,"I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1963-02-23",NA,NA,5680,NA,NA,NA,NA,NA
"50.0583.0004","BRU 212-35 (Beluga Sterling PA)",61.1770300496971,-151.028110050139,61.1768627029514,-151.027900275178,NA,NA,"502831002700","USA","AK","Beluga River - 50.0583",NA,"000UNKWN",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,97,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 212-35","Cook Inlet",1,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1962-04-19",NA,NA,16428,NA,NA,NA,NA,NA
"50.0583.0005","BRU 244-04S (Beluga Sterling PA)",61.1572110503498,-151.056299985856,61.1534286690979,-151.037745048395,NA,NA,"502832000200","USA","AK","Beluga River - 50.0583",NA,"651CCKL",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,108,NA,NA,"SIGAS",NA,"SIGAS",NA,NA,NA,NA,NA,"BRU 244-04S","Cook Inlet",1,"A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1967-02-11",NA,NA,15191,NA,NA,NA,NA,NA
"50.0583.0006","BRU 212-24S (Beluga Sterling PA)",61.2047000495677,-151.001430050057,61.2047604435397,-151.001446934828,NA,NA,"502832003700","USA","AK","Beluga River - 50.0583",NA,"654BLUG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,98,NA,NA,"SIGAS",NA,"SIGAS",NA,NA,NA,NA,NA,"BRU 212-24S","Cook Inlet",1,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1973-08-19",NA,NA,6380,NA,NA,NA,NA,NA
"50.0583.0007","BRU 241-34S (Beluga Sterling PA)",61.1788200495058,-151.039530049772,61.1790887813223,-151.039530525513,NA,NA,"502832003800","USA","AK","Beluga River - 50.0583",NA,"654BLUG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,110,NA,NA,"SIGAS",NA,"SIGAS",NA,NA,NA,NA,NA,"BRU 241-34S","Cook Inlet",1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1972-06-17",NA,NA,6501,NA,NA,NA,NA,NA
"50.0583.0008","BRU 224-13S (Beluga Sterling PA)",61.2129300495822,-150.989280050034,61.2129300999442,-150.989280100396,NA,NA,"502832004200","USA","AK","Beluga River - 50.0583",NA,"654SRLG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,93,NA,NA,"SUS",NA,"SUS",NA,NA,NA,NA,NA,"BRU 224-13S","Cook Inlet",1,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1974-09-27",NA,NA,10000,NA,NA,NA,NA,NA
"50.0583.0009","BRU 212-18 (Beluga Sterling PA)",61.2196847297665,-150.971217697339,61.2196847801285,-150.97121632947,NA,NA,"502832004900","USA","AK","Beluga River - 50.0583",NA,"654BLUG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,92,NA,NA,"SIGAS",NA,"SIGAS",NA,NA,NA,NA,NA,"BRU 212-18","Cook Inlet",1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1975-09-01",NA,NA,7000,NA,NA,NA,NA,NA
"50.0583.0010","BRU 221-23 (Beluga Sterling PA)",61.2094800496646,-151.021350050464,61.2094809732683,-151.021356792682,NA,NA,"502832005400","USA","AK","Beluga River - 50.0583",NA,"654BLUG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,110,NA,NA,"SIGAS",NA,"SIGAS",NA,NA,NA,NA,NA,"BRU 221-23","Cook Inlet",1,"L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1976-11-13",NA,NA,6500,NA,NA,NA,NA,NA
"50.0583.0011","BRU 214-35 (Beluga Sterling PA)",61.1700600502312,-151.036660049622,61.1666725774775,-151.025024776572,NA,NA,"502832006700","USA","AK","Beluga River - 50.0583",NA,"000UNKWN",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,96,NA,NA,"SIGAS",NA,"SIGAS",NA,NA,NA,NA,NA,"BRU 214-35","Cook Inlet",1,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1980-12-24",NA,NA,6819,NA,NA,NA,NA,NA
"50.0583.0012","BRU 232-09 (Beluga Sterling PA)",61.1516571845315,-151.061859625321,61.1460876372347,-151.05399583464,NA,NA,"502832007500","USA","AK","Beluga River - 50.0583",NA,"654BLUG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,109,NA,NA,"INJECT",NA,"INJECT",NA,NA,NA,NA,NA,"BRU 232-09","Cook Inlet",1,"DW-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1985-09-12",NA,NA,7992,NA,NA,NA,NA,NA
"50.0583.0013","BRU 224-23S (Beluga Sterling PA)",61.1976851055832,-151.017616467326,61.1990981356705,-151.019138984477,NA,NA,"502832007600","USA","AK","Beluga River - 50.0583",NA,"000UNKWN",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,93,NA,NA,"SIGAS",NA,"SIGAS",NA,NA,NA,NA,NA,"BRU 224-23S","Cook Inlet",1,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1984-11-25",NA,NA,6950,NA,NA,NA,NA,NA
"50.0583.0014","BRU 232-26S (Beluga Sterling PA)",61.1974441178518,-151.017353434513,61.1907401675248,-151.014447453387,NA,NA,"502832007700","USA","AK","Beluga River - 50.0583",NA,"000UNKWN",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,93,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 232-26S","Cook Inlet",1,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1985-01-22",NA,NA,7800,NA,NA,NA,NA,NA
"50.0583.0015","BRU BRWD 001 WDW Beluga Sterling PA",61.2200607507031,-150.972785701299,61.220060867615,-150.972785843392,NA,NA,"502832007800","USA","AK","Beluga River - 50.0583",NA,"000UNKWN",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,88,NA,NA,"INJECT",NA,"INJECT",NA,NA,NA,NA,NA,"BRU BRWD 001","Cook Inlet",1,"N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"HILCORP ALASKA LLC",NA,NA,NA,NA,NA,NA,NA,NA,"1986-05-14",NA,NA,3560,NA,NA,NA,NA,NA
"50.0583.0016","BRU 241-04 (Beluga Sterling PA)",61.1663008274213,-151.04488667448,61.1662987418935,-151.043005303552,NA,NA,"502832007900","USA","AK","Beluga River - 50.0583",NA,"654BLUG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,103,NA,NA,"SIGAS",NA,"SIGAS",NA,NA,NA,NA,NA,"BRU 241-04","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1986-02-20",NA,NA,6562,NA,NA,NA,NA,NA
"50.0583.0017","BRU 224-34 (Beluga Sterling PA)",61.166298835423,-151.045452641226,61.1693755519402,-151.050442844362,NA,NA,"502832008000","USA","AK","Beluga River - 50.0583",NA,"000UNKWN",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,103,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 224-34","Cook Inlet",1,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1986-04-10",NA,NA,5353,NA,NA,NA,NA,NA
"50.0583.0018","BRU 214-26S (Beluga Sterling PA)",61.1838314397692,-151.02986771932,61.1865870308669,-151.021826179435,NA,NA,"502832008300","USA","AK","Beluga River - 50.0583",NA,"000UNKWN",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,96,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 214-26S","Cook Inlet",1,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1990-07-31",NA,NA,6448,NA,NA,NA,NA,NA
"50.0583.0019","BRU 212-35T (Beluga Sterling PA)",61.1772200494657,-151.027730049702,61.1754618038192,-151.030884960473,NA,NA,"502832009700","USA","AK","Beluga River - 50.0583",NA,"654SRLG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,91,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 212-35T","Cook Inlet",1,"E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"1998-09-09",NA,NA,4801,NA,NA,NA,NA,NA
"50.0583.0020","BRU 243-34S (Beluga Sterling PA)",61.1699800501393,-151.037010049574,61.172480753584,-151.039982902489,NA,NA,"502832012400","USA","AK","Beluga River - 50.0583",NA,"654BLUG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,93,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 243-34S","Cook Inlet",1,"D",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"2008-05-31",NA,NA,7005,NA,NA,NA,NA,NA
"50.0583.0021","BRU 211-26 (Beluga Sterling PA)",61.197430049757,-151.017070050043,61.1938278638649,-151.02839722705,NA,NA,"502832012800","USA","AK","Beluga River - 50.0583",NA,"654BLUG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,91,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 211-26","Cook Inlet",1,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"2008-08-04",NA,NA,7786,NA,NA,NA,NA,NA
"50.0583.0022","BRU 242-04 (Beluga Sterling PA)",61.1662900499459,-151.046070050093,61.1604694560007,-151.048376912764,NA,NA,"502832016400","USA","AK","Beluga River - 50.0583",NA,"654BLUG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,111,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 242-04","Cook Inlet",1,"C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"2012-06-01",NA,NA,7221,NA,NA,NA,NA,NA
"50.0583.0023","BRU H 001-L1",NA,NA,NA,NA,NA,NA,"502830000000","USA","AK","Beluga River - 50.0583",NA,NA,NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRU H 001-L1","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0583.0024","BRU 244-23 (Beluga Sterling PA)",61.1970400497585,-151.016790049721,61.1974870748687,-151.003563152917,NA,NA,"502832016500","USA","AK","Beluga River - 50.0583",NA,"654BLUG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,94,NA,NA,"SUS",NA,"SUS",NA,NA,NA,NA,NA,"BRU 244-23","Cook Inlet",1,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"2012-07-13",NA,NA,7553,NA,NA,NA,NA,NA
"50.0583.0025","BRU 232-23 (Beluga Sterling PA)",61.2044200501452,-151.001430050057,61.2044849389288,-151.015276361215,NA,NA,"502832013300","USA","AK","Beluga River - 50.0583",NA,"654BLUG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,96,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 232-23","Cook Inlet",1,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"2009-07-31",NA,NA,7587,NA,NA,NA,NA,NA
"50.0583.0026","BRU 233-23 (Beluga Sterling PA)",NA,NA,NA,NA,NA,NA,"502832013601","USA","AK","Beluga River - 50.0583",NA,NA,NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRU 233-23","Cook Inlet",1,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0583.0027","BRU 224-23T (Beluga Sterling PA)",61.1972581011805,-151.016750437283,61.1987250195441,-151.01776515224,NA,NA,"502832015700","USA","AK","Beluga River - 50.0583",NA,"654BLUG",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,94,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 224-23T","Cook Inlet",1,"J",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONOCOPHILLIPS ALASKA INC",NA,NA,NA,NA,NA,NA,NA,NA,"2011-07-28",NA,NA,6456,NA,NA,NA,NA,NA
"50.0583.0028","BRU 212-26 (Beluga Sterling PA)",61.1838314928292,-151.029869419038,61.1914492038177,-151.02534034598,NA,NA,"502832018200","USA","AK","Beluga River - 50.0583",NA," ",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,93,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 212-26","Cook Inlet",1,"H",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8347,NA,NA,NA,NA,NA
"50.0583.0029","BRU 222-24 (Beluga Sterling PA)",61.2046264337629,-151.001598692725,61.2055516023246,-150.993051152888,NA,NA,"502832018000","USA","AK","Beluga River - 50.0583",NA," ",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,92,NA,NA," ",NA," ",NA,NA,NA,NA,NA,"BRU 222-24","Cook Inlet",1,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7627,NA,NA,NA,NA,NA
"50.0583.0030","BRU 241-34T (Beluga Sterling PA)",NA,NA,NA,NA,NA,NA,"502832018100","USA","AK","Beluga River - 50.0583",NA,NA,NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRU 241-34T","Cook Inlet",1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0583.0031","BRU 223-24 (Tyonek Undefined)",61.2045274615732,-151.001712532507,61.2006920526961,-150.991031063333,NA,NA,"502832018300","USA","AK","Beluga River - 50.0583",NA," ",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,93,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BRU 223-24 ","Cook Inlet",1,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10001,NA,NA,NA,NA,NA
"50.0583.0032","BRU 244-27 (Beluga Sterling PA)",NA,NA,NA,NA,NA,NA,"502832018500","USA","AK","Beluga River - 50.0583",NA,NA,NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRU 244-27","Cook Inlet",1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0583.0033","BRU 222-34 (Beluga Sterling PA)",NA,NA,NA,NA,NA,NA,"502832018600","USA","AK","Beluga River - 50.0583",NA,NA,NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRU 222-34","Cook Inlet",1,"F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0583.0034","BRU 214-13 (Beluga Sterling PA)",NA,NA,NA,NA,NA,NA,"502832018700","USA","AK","Beluga River - 50.0583",NA,NA,NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BRU 214-13","Cook Inlet",1,"K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0584.0001","BHU 022-25 Gas Pool #1 PA",60.8439832997895,-150.796864400172,60.8439832269444,-150.796864382185,NA,NA,"501331002900","USA","AK","Birch Hill - 50.0584",NA," ",NA,"None",NA,"Kenai Quad","Kenai - KEN",NA,228,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"BHU 022-25 Gas Pool #1","Cook Inlet",1,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,NA,"1965-01-30",NA,NA,15500,NA,NA,NA,NA,NA
"50.0585.0001","GPF GPP 031-13 Granite Pt PA",60.9581367139382,-151.331198798985,60.9628135177297,-151.322315862387,NA,NA,"507331006000","USA","AK","Granite Point - 50.0585",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,106,NA,NA,"OIL",NA,"OIL",NA,NA,NA,NA,NA,"GPP 031-13 Granite Pt PA","Cook Inlet",1,"GPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1967-01-02",NA,NA,10874,NA,NA,NA,NA,NA
"50.0585.0002","GPF GPP 031-14RD2 Granite Pt PA",60.9581670201919,-151.331770191341,60.9605521625523,-151.339556256316,NA,NA,"507331006102","USA","AK","Granite Point - 50.0585",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,106,NA,NA,"OIL",NA,"OIL",NA,NA,NA,NA,NA,"GPP 031-14RD2 Granite Pt PA","Cook Inlet",1,"GPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1967-07-21",NA,NA,10191,NA,NA,NA,NA,NA
"50.0585.0003","GPF Anna 003RD ADL 18742",60.9770811450788,-151.312776075356,60.9731708424605,-151.32282637154,NA,NA,"507331006501","USA","AK","Granite Point - 50.0585",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,127,NA,NA,"OIL",NA,"OIL",NA,NA,NA,NA,NA,"Anna 003RD","Cook Inlet",1,"Anna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1994-12-07",NA,NA,12411,NA,NA,NA,NA,NA
"50.0585.0004","GPF Anna 004 ADL 18742",60.9769726589611,-151.31320074242,60.9794759443594,-151.316374160339,NA,NA,"507332000300","USA","AK","Granite Point - 50.0585",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,105,NA,NA,"OIL",NA,"OIL",NA,NA,NA,NA,NA,"Anna 004","Cook Inlet",1,"Anna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1967-02-09",NA,NA,9983,NA,NA,NA,NA,NA
"50.0585.0005","GPF Bruce 003RD ADL 17586",60.9990347950198,-151.298262225321,60.9968706655488,-151.316831455707,NA,NA,"507332000401","USA","AK","Granite Point - 50.0585",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,115,NA,NA,"OIL",NA,"OIL",NA,NA,NA,NA,NA,"Bruce 003RD","Cook Inlet",1,"Bruce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1993-11-01",NA,NA,10576,NA,NA,NA,NA,NA
"50.0585.0006","GPF Anna 005 ADL 18742",60.9769664707261,-151.313147900056,60.9668356627357,-151.330016612277,NA,NA,"507332001000","USA","AK","Granite Point - 50.0585",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,105,NA,NA,"INJ",NA,"INJ",NA,NA,NA,NA,NA,"Anna 005","Cook Inlet",1,"Anna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1967-05-06",NA,NA,10803,NA,NA,NA,NA,NA
"50.0585.0007","GPF Anna 007RD2 ADL 18742",60.9770949379811,-151.312727998498,60.9840188346016,-151.283781167267,NA,NA,"507332001202","USA","AK","Granite Point - 50.0585",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,127,NA,NA,"OIL",NA,"OIL",NA,NA,NA,NA,NA,"Anna 007RD2","Cook Inlet",1,"Anna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1995-08-25",NA,NA,12900,NA,NA,NA,NA,NA
"50.0585.0008","GPF GPP 032-13RD Granite Pt PA",60.958116073598,-151.331138965291,60.9529981307592,-151.308229538362,NA,NA,"507332001402","USA","AK","Granite Point - 50.0585",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,110,NA,NA,"OIL",NA,"OIL",NA,NA,NA,NA,NA,"GPP 032-13RD Granite Pt PA","Cook Inlet",1,"GPP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1992-03-14",NA,NA,12563,NA,NA,NA,NA,NA
"50.0585.0009","GPF Bruce 006 ADL 18742",60.9991730325095,-151.297828399561,60.9991096276073,-151.305855304778,NA,NA,"507332001500","USA","AK","Granite Point - 50.0585",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,107,NA,NA,"INJ",NA,"INJ",NA,NA,NA,NA,NA,"Bruce 006","Cook Inlet",1,"Bruce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1968-01-01",NA,NA,11443,NA,NA,NA,NA,NA
