"WELL_KEY","WELL_NAME","WELLHEAD_LATITUDE","WELLHEAD_LONGITUDE","SANDFACE_LATITUDE","SANDFACE_LONGITUDE","SANDFACE_DLS","SANDFACE_NTS","API_FM","COUNTRY","PROVINCE_STATE","FIELD_NAME","FIELD_CODE","POOL_NAME","POOL_CODE","FORMATION_NAME","FORMATION_CODE","COUNTY_PARRISH","AREA_NAME","NAD","KB_ELEVATION","GROUND_ELEVATION","CASING_FLANGE_ELEVATION","WELL_STATUS","ENTITY_NO","PRIMARY_FLUID","CURRENT_STATUS","STATUS_DATE","UNIT","UNIT_CODE","NUM_OF_FRACS","WELL_ALIAS","BASIN","BASIN_CODE","BATTERY","BATTERY_CODE","BOTTOM_PERFORATION_MD","BOTTOM_PERFORATION_TVD","DISTRICT","ENTITY_LOCATION","GAS_GATHERER","LATERAL_CODE","LATERAL_NAME","LICENSE_DATE","METER_NUMBER","OIL_CONDENSATE_GATHERER","ONSHORE_OFFSHORE","ORIGINAL_OPERATOR","ORIGINAL_OPERATOR_CODE","PLANT_CODE","PLANT_NAME","PLANT_TYPE","PLANT_TYPE_DESCRIPTION","PLUGBACK_DEPTH_MD","PLUGBACK_DEPTH_TVD","RIG_RELEASE_DATE","SPUD_DATE","TOP_PERFORATION_MD","TOP_PERFORATION_TVD","TOTAL_DEPTH_MD","TOTAL_DEPTH_TVD","WELL_TYPE","USER_SPECIFIED_CUSTOM_ATTR_1","USER_SPECIFIED_CUSTOM_ATTR_2","USER_SPECIFIED_CUSTOM_ATTR_N"
"50.0587.0006","IRU 044-36 Tyonek PA",NA,NA,NA,NA,NA,NA,"502832008999","USA","AK","Westside Fields - 50.0587",NA,NA,NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRU 044-36","Cook Inlet",1,"Ivan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0587.0007","IRU 241-01 Sterling-Beluga PA",NA,NA,NA,NA,NA,NA,"502832018400","USA","AK","Westside Fields - 50.0587",NA,NA,NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRU 241-01","Cook Inlet",1,"Ivan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50.0588.0001","LRU A 001 Gas Pool #1 PA",61.3354899997638,-150.84340000021,61.3354900501258,-150.843400049673,NA,NA,"502832004700","USA","AK","Westside Fields - 50.0587",NA,"651CCKL",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,118,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"LRU A 001","Cook Inlet",1,"Lewis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CITIES SERVICE",NA,NA,NA,NA,NA,NA,NA,NA,"1975-05-05",NA,NA,9480,NA,NA,NA,NA,NA
"50.0588.0002","LRU C 001RD Gas Pool #2 PA",61.3428999997353,-150.85259999999,61.3418860581951,-150.84949012457,NA,NA,"502832006101","USA","AK","Westside Fields - 50.0587",NA," ",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,113,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"LRU C 001RD","Cook Inlet",1,"Lewis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALIFORNIA",NA,NA,NA,NA,NA,NA,NA,NA,"2001-09-20",NA,NA,6570,NA,NA,NA,NA,NA
"50.0588.0003","LRU D 001 WDW",61.3488000002199,-150.84079999992,61.348715110514,-150.842569147148,NA,NA,"502832006890","USA","AK","Westside Fields - 50.0587",NA," ",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,124,NA,NA,"INJ",NA,"INJ",NA,NA,NA,NA,NA,"LRU D 001 WDW","Cook Inlet",1,"Lewis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,"1981-07-20",NA,NA,7888,NA,NA,NA,NA,NA
"50.0588.0004","LRU 013-2 Pre-HAK",61.3311700001954,-150.848749999613,61.3311700496581,-150.848750049975,NA,NA,"502832001100","USA","AK","Westside Fields - 50.0587",NA,"000UNKWN",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,135,NA,NA,"DHSG",NA,"DHSG",NA,NA,NA,NA,NA,"LRU 013-2","Cook Inlet",1,"Lewis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,"1968-01-30",NA,NA,11625,NA,NA,NA,NA,NA
"50.0588.0005","LRU B 001 Pre-HAK",61.3248799997123,-150.861019999773,61.3248800500743,-150.861020050135,NA,NA,"502832005200","USA","AK","Westside Fields - 50.0587",NA,"653MDGS",NA,"None",NA,"Tyonek Quad","Kenai - KEN",NA,85,NA,NA,"DRY",NA,"DRY",NA,NA,NA,NA,NA,"LRU B 001","Cook Inlet",1,"Lewis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,"1976-05-18",NA,NA,10319,NA,NA,NA,NA,NA
"50.0589.0001","MGS Baker 004 ADL 17595",60.8293000615487,-151.483300067344,60.8294998189616,-151.481405378356,NA,NA,"507331007000","USA","AK","Middle Ground Shoal - 50.0589",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,75,NA,NA,"INJ",NA,"INJ",NA,NA,NA,NA,NA,"Baker 004","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1964-06-24",NA,NA,9215,NA,NA,NA,NA,NA
"50.0589.0002","MGS Baker 005 ADL 17595",60.829388951439,-151.483642754909,60.8366556282547,-151.482028677781,NA,NA,"507331007100","USA","AK","Middle Ground Shoal - 50.0589",NA,"HEMLOCK",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"SIOIL",NA,"SIOIL",NA,NA,NA,NA,NA,"Baker 005","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1965-12-17",NA,NA,11128,NA,NA,NA,NA,NA
"50.0589.0003","MGS Baker 501 ADL 17595",60.8292274799643,-151.483446299807,60.8292636596902,-151.48330988974,NA,NA,"507331007200","USA","AK","Middle Ground Shoal - 50.0589",NA,"UNKNOWN",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,0,NA,NA,"OTHER",NA,"OTHER",NA,NA,NA,NA,NA,"Baker 501 ADL 17595","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," ",NA,NA,NA,NA,NA,NA,NA,NA,"1965-12-14",NA,NA,2025,NA,NA,NA,NA,NA
"50.0589.0004","MGS Baker 006 ADL 17595",60.8292276535335,-151.483355449394,60.8294573044111,-151.482471190093,NA,NA,"507331007300","USA","AK","Middle Ground Shoal - 50.0589",NA,"KENAI",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,71,NA,NA,"SIOIL",NA,"SIOIL",NA,NA,NA,NA,NA,"Baker 006","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1966-01-28",NA,NA,7400,NA,NA,NA,NA,NA
"50.0589.0005","MGS Baker 007 ADL 17595",60.8292329541376,-151.483968268121,60.822016300312,-151.481952791188,NA,NA,"507331007400","USA","AK","Middle Ground Shoal - 50.0589",NA,"HEMLOCK",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"ABWINJ",NA,"ABWINJ",NA,NA,NA,NA,NA,"Baker 007","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1966-04-07",NA,NA,9445,NA,NA,NA,NA,NA
"50.0589.0006","MGS Baker 008RD ADL 17595",60.8292329541376,-151.483968268121,60.825628273526,-151.485371542363,NA,NA,"507331007501","USA","AK","Middle Ground Shoal - 50.0589",NA,"HEMLOCK",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"PLUGINJ",NA,"PLUGINJ",NA,NA,NA,NA,NA,"Baker 008RD","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1977-11-11",NA,NA,9250,NA,NA,NA,NA,NA
"50.0589.0007","MGS Baker 009RD2S ADL 17595",60.8293781451853,-151.483545968072,60.8358363206897,-151.478428114266,NA,NA,"507331007602","USA","AK","Middle Ground Shoal - 50.0589",NA,"HEMLOCK",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"PLUGINJ",NA,"PLUGINJ",NA,NA,NA,NA,NA,"Baker 009RD2S","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1976-11-17",NA,NA,9760,NA,NA,NA,NA,NA
"50.0589.0008","MGS Baker 011 ADL 17595",60.8293779554284,-151.483597857155,60.8253782359169,-151.481931353149,NA,NA,"507332001300","USA","AK","Middle Ground Shoal - 50.0589",NA,"KENAI MIDDLE",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"SIOIL",NA,"SIOIL",NA,NA,NA,NA,NA,"Baker 011 ADL","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1967-05-14",NA,NA,9543,NA,NA,NA,NA,NA
"50.0589.0009","MGS Baker 013 ADL 17595",60.8292275393196,-151.483350960878,60.8331938301312,-151.482187579893,NA,NA,"507332003900","USA","AK","Middle Ground Shoal - 50.0589",NA,"HEMLOCK",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"SIOIL",NA,"SIOIL",NA,NA,NA,NA,NA,"Baker 013 ADL 17595","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1967-09-11",NA,NA,10691,NA,NA,NA,NA,NA
"50.0589.0010","MGS Baker 014 ADL 17595",60.8293779554284,-151.483597857155,60.8420105208689,-151.479488008465,NA,NA,"507332008400","USA","AK","Middle Ground Shoal - 50.0589",NA,"WEST FORELAND",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"Baker 014 ADL 17595","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1968-02-02",NA,NA,10455,NA,NA,NA,NA,NA
"50.0589.0011","MGS Baker 012S ADL 17595",60.8292275393196,-151.483350960878,60.8197090635225,-151.480737525616,NA,NA,"507332010100","USA","AK","Middle Ground Shoal - 50.0589",NA,"WEST FORELAND",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"PLUGINJ",NA,"PLUGINJ",NA,NA,NA,NA,NA,"Baker 012S ADL 17595","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1968-06-29",NA,NA,10000,NA,NA,NA,NA,NA
"50.0589.0012","MGS Baker 018 ADL 17595 (Tyonek)",60.8293697482154,-151.483682049887,60.8438457808581,-151.477209102118,NA,NA,"507332029600","USA","AK","Middle Ground Shoal - 50.0589",NA,"WEST FORELAND",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"Baker 018 ADL 17595 (Tyonek)","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1977-01-01",NA,NA,10231,NA,NA,NA,NA,NA
"50.0589.0013","MGS Baker 016 ADL 17595 (EFG)",60.8292331537871,-151.483355424213,60.829958582023,-151.476328134336,NA,NA,"507332030000","USA","AK","Middle Ground Shoal - 50.0589",NA,"KENAI LOWER",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"INJ",NA,"INJ",NA,NA,NA,NA,NA,"Baker 016 ADL 17595 (EFG)","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1977-03-26",NA,NA,9645,NA,NA,NA,NA,NA
"50.0589.0014","MGS Baker 015RD ADL 17595",60.8292357627203,-151.483317378394,60.8235816072055,-151.476009128618,NA,NA,"507332030701","USA","AK","Middle Ground Shoal - 50.0589",NA,"HEMLOCK",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"INJ",NA,"INJ",NA,NA,NA,NA,NA,"Baker 015RD ADL 17595","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1984-09-01",NA,NA,10116,NA,NA,NA,NA,NA
"50.0589.0015","MGS Baker 025RD ADL 17595",60.8292221631723,-151.483949441713,60.8345957383027,-151.479275043608,NA,NA,"507332036401","USA","AK","Middle Ground Shoal - 50.0589",NA,"HEMLOCK",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,99,NA,NA,"SIOIL",NA,"SIOIL",NA,NA,NA,NA,NA,"Baker 025RD ADL 17595","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1983-02-12",NA,NA,9800,NA,NA,NA,NA,NA
"50.0589.0016","MGS Baker 027 ADL 17595 (Tyonek)",60.8292384543912,-151.483373435835,60.8459176650683,-151.475563019018,NA,NA,"507332036800","USA","AK","Middle Ground Shoal - 50.0589",NA,"HEMLOCK",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"GAS",NA,"GAS",NA,NA,NA,NA,NA,"Baker 027 ADL 17595 (Tyonek)","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1983-09-19",NA,NA,11600,NA,NA,NA,NA,NA
"50.0589.0017","MGS Baker 023 ADL 17595",60.8292357573244,-151.4840018569,60.8259670220605,-151.480751271754,NA,NA,"507332036900","USA","AK","Middle Ground Shoal - 50.0589",NA,"WEST FORELAND",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"INJ",NA,"INJ",NA,NA,NA,NA,NA,"Baker 023 ADL 17595","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1984-01-21",NA,NA,9722,NA,NA,NA,NA,NA
"50.0589.0018","MGS Baker 020 ADL 17595",60.8292165379129,-151.48337342954,60.8225241483708,-151.484291976394,NA,NA,"507332037700","USA","AK","Middle Ground Shoal - 50.0589",NA,"WEST FORELAND",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"OIL",NA,"OIL",NA,NA,NA,NA,NA,"Baker 020 ADL 17595","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1985-07-20",NA,NA,9642,NA,NA,NA,NA,NA
"50.0589.0019","MGS Baker 017 ADL 17595 (BCD)",60.829246753335,-151.483955064275,60.8337508261397,-151.480955156155,NA,NA,"507332038100","USA","AK","Middle Ground Shoal - 50.0589",NA,"UNKNOWN",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,79,NA,NA,"INJ",NA,"INJ",NA,NA,NA,NA,NA,"Baker 017 ADL 17595 (BCD)","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1985-11-12",NA,NA,7232,NA,NA,NA,NA,NA
"50.0589.0020","MGS Baker 029 ADL 17595",60.8293779554284,-151.483597857155,60.8213687173924,-151.483629248891,NA,NA,"507332045400","USA","AK","Middle Ground Shoal - 50.0589",NA,"HEMLOCK",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,118,NA,NA,"SIOIL",NA,"SIOIL",NA,NA,NA,NA,NA,"Baker 029 ADL 17595","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1993-09-20",NA,NA,10280,NA,NA,NA,NA,NA
"50.0589.0021","MGS Baker 028 ADL 17595 (EFG)",60.8293916565997,-151.483603423959,60.8456034104691,-151.478188165252,NA,NA,"507332045500","USA","AK","Middle Ground Shoal - 50.0589",NA,"UNKNOWN",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,118,NA,NA,"SIOIL",NA,"SIOIL",NA,NA,NA,NA,NA,"Baker 028 ADL 17595 (EFG)","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1993-10-04",NA,NA,10582,NA,NA,NA,NA,NA
"50.0589.0022","MGS Baker 030 ADL 17595",60.8293834457895,-151.483625966365,60.839789044329,-151.472938879126,NA,NA,"507332045600","USA","AK","Middle Ground Shoal - 50.0589",NA,"HEMLOCK",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,118,NA,NA,"SIOIL",NA,"SIOIL",NA,NA,NA,NA,NA,"Baker 030 ADL 17595","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1993-09-28",NA,NA,11275,NA,NA,NA,NA,NA
"50.0589.0023","MGS Baker 031 ADL 17595",60.8292329361511,-151.483940132831,60.8353136967697,-151.478559610438,NA,NA,"507332046900","USA","AK","Middle Ground Shoal - 50.0589",NA,"MIDDLE GROUND SHOAL",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,118,NA,NA,"SIOIL",NA,"SIOIL",NA,NA,NA,NA,NA,"Baker 031 ADL 17595","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1996-03-01",NA,NA,11636,NA,NA,NA,NA,NA
"50.0589.0024","MGS Baker 032 ADL 17595",60.8292329541376,-151.483968268121,60.8490869398105,-151.475462047635,NA,NA,"507332047300","USA","AK","Middle Ground Shoal - 50.0589",NA,"UNKNOWN",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,118,NA,NA,"AGAS",NA,"AGAS",NA,NA,NA,NA,NA,"Baker 032 ADL 17595","Cook Inlet",1,"Baker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1997-04-18",NA,NA,9064,NA,NA,NA,NA,NA
"50.0589.0025","MGS Dillon 002RD Tertiary Sys PA",60.7355674155039,-151.512710294944,60.7404715508215,-151.51539773182,NA,NA,"507332002201","USA","AK","Middle Ground Shoal - 50.0589",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,110,NA,NA,"SI",NA,"SI",NA,NA,NA,NA,NA,"Dillon 002RD Tertiary Sys PA","Cook Inlet",1,"Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1975-04-21",NA,NA,10304,NA,NA,NA,NA,NA
"50.0589.0026","MGS Dillon 003 Tertiary Sys PA",60.7353997827738,-151.513002549428,60.7317583522662,-151.519148104401,NA,NA,"507332002300","USA","AK","Middle Ground Shoal - 50.0589",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,110,NA,NA,"SI",NA,"SI",NA,NA,NA,NA,NA,"Dillon 003 Tertiary Sys PA","Cook Inlet",1,"Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1967-06-22",NA,NA,10500,NA,NA,NA,NA,NA
"50.0589.0027","MGS Dillon 006 Tertiary Sys PA",60.7354626804584,-151.51245255734,60.7360639761716,-151.514416817882,NA,NA,"507332004200","USA","AK","Middle Ground Shoal - 50.0589",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,100,NA,NA,"OIL",NA,"OIL",NA,NA,NA,NA,NA,"Dillon 006 Tertiary Sys PA","Cook Inlet",1,"Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1967-09-20",NA,NA,10942,NA,NA,NA,NA,NA
"50.0589.0028","MGS Dillon 004 Tertiary Sys PA",60.7355946002107,-151.512713921011,60.7431180631481,-151.511067327095,NA,NA,"507332004700","USA","AK","Middle Ground Shoal - 50.0589",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,110,NA,NA,"SI",NA,"SI",NA,NA,NA,NA,NA,"Dillon 004 Tertiary Sys PA","Cook Inlet",1,"Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1967-10-27",NA,NA,10550,NA,NA,NA,NA,NA
"50.0589.0029","MGS Dillon 007 Tertiary Sys PA",60.7354540928322,-151.512396382987,60.7294212624813,-151.513033164149,NA,NA,"507332005800","USA","AK","Middle Ground Shoal - 50.0589",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,110,NA,NA,"SI",NA,"SI",NA,NA,NA,NA,NA,"Dillon 007 Tertiary Sys PA","Cook Inlet",1,"Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1967-11-02",NA,NA,10750,NA,NA,NA,NA,NA
"50.0589.0030","MGS Dillon 008RD Tertiary Sys PA",60.7355000472894,-151.512400054019,60.7445194029481,-151.512980724681,NA,NA,"507332006301","USA","AK","Middle Ground Shoal - 50.0589",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,110,NA,NA,"SI",NA,"SI",NA,NA,NA,NA,NA,"Dillon 008RD Tertiary Sys PA","Cook Inlet",1,"Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1976-03-30",NA,NA,10505,NA,NA,NA,NA,NA
"50.0589.0031","MGS Dillon 005 Tertiary Sys PA",60.7353969310236,-151.513056397235,60.7254374115074,-151.518551105649,NA,NA,"507332006600","USA","AK","Middle Ground Shoal - 50.0589",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,110,NA,NA,"OIL",NA,"OIL",NA,NA,NA,NA,NA,"Dillon 005 Tertiary Sys PA","Cook Inlet",1,"Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1967-12-06",NA,NA,11325,NA,NA,NA,NA,NA
"50.0589.0032","MGS Dillon 009RD Tertiary Sys PA",60.735587642156,-151.512697611805,60.7446086678558,-151.507626958018,NA,NA,"507332008601","USA","AK","Middle Ground Shoal - 50.0589",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,110,NA,NA,"SI",NA,"SI",NA,NA,NA,NA,NA,"Dillon 009RD Tertiary Sys PA","Cook Inlet",1,"Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1975-06-21",NA,NA,10554,NA,NA,NA,NA,NA
"50.0589.0033","MGS Dillon 011S Tertiary Sys PA",60.7354720540921,-151.512414775022,60.7406378831319,-151.50916905161,NA,NA,"507332010400","USA","AK","Middle Ground Shoal - 50.0589",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,110,NA,NA,"SI",NA,"SI",NA,NA,NA,NA,NA,"Dillon 011S Tertiary Sys PA","Cook Inlet",1,"Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1968-04-17",NA,NA,10508,NA,NA,NA,NA,NA
"50.0589.0034","MGS Dillon 012S Tertiary Sys PA",60.7353912131341,-151.513039419833,60.7214943456876,-151.523211468934,NA,NA,"507332012600","USA","AK","Middle Ground Shoal - 50.0589",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,110,NA,NA,"SI",NA,"SI",NA,NA,NA,NA,NA,"Dillon 012S Tertiary Sys PA","Cook Inlet",1,"Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1968-08-28",NA,NA,12000,NA,NA,NA,NA,NA
"50.0589.0035","MGS Dillon 013 Tertiary Sys PA",60.7355747791528,-151.51274880931,60.7341408380293,-151.517972322665,NA,NA,"507332027700","USA","AK","Middle Ground Shoal - 50.0589",NA," ",NA,"None",NA,"Kenai Quad-Offshore","Cook Inlet Offshore - CIO",NA,110,NA,NA,"SI",NA,"SI",NA,NA,NA,NA,NA,"Dillon 013 Tertiary Sys PA","Cook Inlet",1,"Dillon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UNION OIL CO OF CALI",NA,NA,NA,NA,NA,NA,NA,NA,"1975-09-08",NA,NA,10100,NA,NA,NA,NA,NA
