WELL_KEY,Parent,API_FM,FIELD_NAME,Field,WELL_NAME,Well,Pad
50.0666.0017.99,50.0666.0017,5013310042,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 001 (Beluga PA Pre-HAK),BCU 001,1A
50.0666.0001.99,50.0666.0001,5013320006,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 001A (Sterling PA Pre-HAK),BCU 001A ,1A
50.0666.0001.01,50.0666.0001,5013320006,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 001A Beluga PA,BCU 001A ,1A
50.0666.0001.02,50.0666.0001,5013320006,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 001B Beluga PA,BCU 001B ,1A
50.0666.0002.99,50.0666.0002,5013320021,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 002 (Sterling PA Pre-HAK),BCU 002 ,1A
50.0666.0002.01,50.0666.0002,5013320021,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 002 WDW,BCU 002 WDW,1A
50.0666.0003.99,50.0666.0003,5013320124,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 003 (Sterling PA Pre-HAK),BCU 003 ,3
50.0666.0003.01,50.0666.0003,5013320124,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 003RD Beluga PA,BCU 003RD ,3
50.0666.0003.02,50.0666.0003,5013320124,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 003RD WDW,BCU 003RD ,3
50.0666.0004.00,50.0666.0004,5013320239,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 004 Hemlock PA,BCU 004 ,4
50.0666.0004.01,50.0666.0004,5013320239,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 004RD Tyonek PA,BCU 004RD ,4
50.0666.0005.99,50.0666.0005,5013320262,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 005 (Pre-HAK),BCU 005 ,3
50.0666.0005.01,50.0666.0005,5013320262,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 005RD Hemlock PA,BCU 005RD,3
50.0666.0005.02,50.0666.0005,5013320262,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 005RD2 Tyonek PA,BCU 005RD2,3
50.0666.0006.98,50.0666.0006,5013320346,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 006 (Beaver Creek Oil Pre-HAK),BCU 006,3
50.0666.0006.99,50.0666.0006,5013320346,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 006 (Sterling PA Pre-HAK),BCU 006,3
50.0666.0006.02,50.0666.0006,5013320346,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 006L Beluga PA,BCU 006L ,3
50.0666.0006.03,50.0666.0006,5013320346,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 006S Beluga PA,BCU 006S,3
50.0666.0007.00,50.0666.0007,5013320284,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 007 Sterling PA,BCU 007 ,7
50.0666.0007.01,50.0666.0007,5013320284,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 007A Beluga PA,BCU 007A ,7
50.0666.0007.02,50.0666.0007,5013320284,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 007A Sterling PA,BCU 007A,7
50.0666.0018.99,50.0666.0018,5013320303,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 008 (Pre-HAK),BCU 008 ,
50.0666.0008.02,50.0666.0008,5013320445,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 009 Sterling PA,BCU 009 ,3
50.0666.0008.03,50.0666.0008,5013320445,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 009 Sterling PA,BCU 009 ,3
50.0666.0008.01,50.0666.0008,5013320445,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 009L Beluga PA,BCU 009L ,3
50.0666.0008.00,50.0666.0008,5013320445,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 009S Sterling PA,BCU 009S ,3
50.0666.0009.00,50.0666.0009,5013320482,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 010 Beluga PA,BCU 010 ,3
50.0666.0009.01,50.0666.0009,5013320482,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 010 Sterling PA,BCU 010 ,3
50.0666.0010.00,50.0666.0010,5013320521,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 011 Beluga PA,BCU 011 ,3
50.0666.0010.01,50.0666.0010,5013320521,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 011 Sterling PA,BCU 011 ,3
50.0666.0011.00,50.0666.0011,5013320530,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 012 Beluga PA,BCU 012 ,4
50.0666.0011.01,50.0666.0011,5013320530,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 012A Beluga PA,BCU 012A,4
50.0666.0011.02,50.0666.0011,5013320530,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 012A Sterling PA,BCU 012A,4
50.0666.0012.00,50.0666.0012,5013320525,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 013 Beluga PA,BCU 013 ,3
50.0666.0013.00,50.0666.0013,5013320539,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 014 Beluga PA,BCU 014,1A
50.0666.0013.01,50.0666.0013,5013320539,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 014A Beluga PA,BCU 014A ,1A
50.0666.0013.02,50.0666.0013,5013320539,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 014A Sterling PA,BCU 014A ,1A
50.0666.0013.03,50.0666.0013,5013320539,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 014B Sterling PA,BCU 014B,1A
50.0666.0014.99,50.0666.0014,5013320554,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 016 (Sterling PA Pre-HAK),BCU 016 ,3
50.0666.0014.01,50.0666.0014,5013320554,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 016RD Beluga PA,BCU 016RD ,3
50.0666.0015.00,50.0666.0015,5013320584,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 018 Beluga PA,BCU 018 ,3
50.0666.0015.02,50.0666.0015,5013320584,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 018RD Beluga PA,BCU 018RD,3
50.0666.0015.01,50.0666.0015,5013320584,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 018RD Tyonek PA,BCU 018RD ,3
50.0666.0016.00,50.0666.0016,5013320579,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 019 Beluga PA,BCU 019,3
50.0666.0016.01,50.0666.0016,5013320579,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 019 Sterling PA,BCU 019 ,3
50.0666.0016.03,50.0666.0016,5013320579,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 019RD Beluga PA,BCU 019RD ,3
50.0666.0016.02,50.0666.0016,5013320579,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 019RD Tyonek PA,BCU 019RD,3
50.0666.0019.00,50.0666.0019,5013320635,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 023 Beluga PA,BCU 023 ,3
50.0666.0019.02,50.0666.0019,5013320635,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 023 Beluga PA,BCU 023,3
50.0666.0019.01,50.0666.0019,5013320635,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 023 Tyonek PA,BCU 023 ,3
50.0666.0020.01,50.0666.0020,5013320639,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 024 Beluga PA,BCU 024,3
50.0666.0020.00,50.0666.0020,5013320639,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 024 Tyonek PA,BCU 024 ,3
50.0666.0021.00,50.0666.0021,5013320644,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,BCU 025 Sterling PA,BCU 025,3
50.0666.0022.00,50.0666.0022,5013300000,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,Beaver Creek Non Produced Fluids,Beaver Creek Non Produced Fluids,
50.0599.0005.00,50.0599.0005,5013310012,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,Sterling Unit 23-15 (Sterling),Sterling Unit 23-15 ,
50.0599.0001.01,50.0599.0001,5013320485,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,Sterling Unit 32-09 (Beluga),Sterling Unit 32-09,
50.0599.0001.00,50.0599.0001,5013320485,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,Sterling Unit 32-09 (Sterling),Sterling Unit 32-09,
50.0599.0002.01,50.0599.0002,5013320484,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,Sterling Unit 41-15 (Beluga),Sterling Unit 41-15,
50.0599.0002.00,50.0599.0002,5013320484,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,Sterling Unit 41-15 (Tyonek),Sterling Unit 41-15,
50.0599.0002.02,50.0599.0002,5013320484,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,Sterling Unit 41-15RD (LBelug)(Tyo),Sterling Unit 41-15RD,
50.0599.0003.00,50.0599.0003,5013310011,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,Sterling Unit 43-09 (Sterling),Sterling Unit 43-09,
50.0599.0003.01,50.0599.0003,5013310011,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,Sterling Unit 43-09 WDW,Sterling Unit 43-09 WDW,
50.0599.0004.00,50.0599.0004,5013320569,Beaver Creek - Sterling - 50.0666,Beaver Creek - Sterling,Sterling Unit 43-09X (Sterling),Sterling Unit 43-09X,
50.0583.0016.00,50.0583.0016,5028320079,Beluga River - 50.0583,Beluga River,BRU 211-03L (Beluga Sterling PA),BRU 211-03L,C
50.0583.0016.02,50.0583.0016,5028320079,Beluga River - 50.0583,Beluga River,BRU 211-03L (Beluga Sterling PA),BRU 211-03L,C
50.0583.0016.01,50.0583.0016,5028320079,Beluga River - 50.0583,Beluga River,BRU 211-03S (Beluga Sterling PA),BRU 211-03S,C
50.0583.0016.03,50.0583.0016,5028320079,Beluga River - 50.0583,Beluga River,BRU 211-03S (Beluga Sterling PA),BRU 211-03S,C
50.0583.0021.00,50.0583.0021,5028320128,Beluga River - 50.0583,Beluga River,BRU 211-26 (Beluga Sterling PA),BRU 211-26,J
50.0583.0021.01,50.0583.0021,5028320128,Beluga River - 50.0583,Beluga River,BRU 211-26 (Beluga Sterling PA),BRU 211-26,J
50.0583.0009.00,50.0583.0009,5028320049,Beluga River - 50.0583,Beluga River,BRU 212-18 (Beluga Sterling PA),BRU 212-18,N
50.0583.0009.01,50.0583.0009,5028320049,Beluga River - 50.0583,Beluga River,BRU 212-18 (Beluga Sterling PA),BRU 212-18,N
50.0583.0006.00,50.0583.0006,5028320037,Beluga River - 50.0583,Beluga River,BRU 212-24L (Beluga Sterling PA),BRU 212-24L,K
50.0583.0006.02,50.0583.0006,5028320037,Beluga River - 50.0583,Beluga River,BRU 212-24L (Beluga Sterling PA),BRU 212-24L,K
50.0583.0006.01,50.0583.0006,5028320037,Beluga River - 50.0583,Beluga River,BRU 212-24S (Beluga Sterling PA),BRU 212-24S,K
50.0583.0006.03,50.0583.0006,5028320037,Beluga River - 50.0583,Beluga River,BRU 212-24S (Beluga Sterling PA),BRU 212-24S,K
50.0583.0026.00,50.0583.0026,5028320136,Beluga River - 50.0583,Beluga River,BRU 212-24T (Beluga Sterling PA),BRU 212-24T,K
50.0583.0026.01,50.0583.0026,5028320136,Beluga River - 50.0583,Beluga River,BRU 212-24T (Beluga Sterling PA),BRU 212-24T,K
50.0583.0002.00,50.0583.0002,5028310025,Beluga River - 50.0583,Beluga River,BRU 212-25 (Beluga Sterling PA),BRU 212-25,G
50.0583.0002.01,50.0583.0002,5028310025,Beluga River - 50.0583,Beluga River,BRU 212-25 (Beluga Sterling PA),BRU 212-25,G
50.0583.0028.00,50.0583.0028,5028320182,Beluga River - 50.0583,Beluga River,BRU 212-26 (Beluga Sterling PA),BRU 212-26,H
50.0583.0004.00,50.0583.0004,5028310027,Beluga River - 50.0583,Beluga River,BRU 212-35 (Beluga Sterling PA),BRU 212-35,E
50.0583.0004.01,50.0583.0004,5028310027,Beluga River - 50.0583,Beluga River,BRU 212-35 (Beluga Sterling PA),BRU 212-35,E
50.0583.0019.00,50.0583.0019,5028320097,Beluga River - 50.0583,Beluga River,BRU 212-35T (Beluga Sterling PA),BRU 212-35T,E
50.0583.0019.01,50.0583.0019,5028320097,Beluga River - 50.0583,Beluga River,BRU 212-35T (Beluga Sterling PA),BRU 212-35T,E
50.0583.0034.00,50.0583.0034,5028320187,Beluga River - 50.0583,Beluga River,BRU 214-13 (Beluga Sterling PA),BRU 214-13,K
50.0583.0018.00,50.0583.0018,5028320083,Beluga River - 50.0583,Beluga River,BRU 214-26L (Beluga Sterling PA),BRU 214-26L,H
50.0583.0018.02,50.0583.0018,5028320083,Beluga River - 50.0583,Beluga River,BRU 214-26L (Beluga Sterling PA),BRU 214-26L,H
50.0583.0018.01,50.0583.0018,5028320083,Beluga River - 50.0583,Beluga River,BRU 214-26S (Beluga Sterling PA),BRU 214-26S,H
50.0583.0018.03,50.0583.0018,5028320083,Beluga River - 50.0583,Beluga River,BRU 214-26S (Beluga Sterling PA),BRU 214-26S,H
50.0583.0011.00,50.0583.0011,5028320067,Beluga River - 50.0583,Beluga River,BRU 214-35 (Beluga Sterling PA),BRU 214-35,D
50.0583.0011.01,50.0583.0011,5028320067,Beluga River - 50.0583,Beluga River,BRU 214-35 (Beluga Sterling PA),BRU 214-35,D
50.0583.0010.00,50.0583.0010,5028320054,Beluga River - 50.0583,Beluga River,BRU 221-23 (Beluga Sterling PA),BRU 221-23,L
50.0583.0010.01,50.0583.0010,5028320054,Beluga River - 50.0583,Beluga River,BRU 221-23 (Beluga Sterling PA),BRU 221-23,L
50.0583.0029.00,50.0583.0029,5028320180,Beluga River - 50.0583,Beluga River,BRU 222-24 (Beluga Sterling PA),BRU 222-24,K
50.0583.0033.00,50.0583.0033,5028320186,Beluga River - 50.0583,Beluga River,BRU 222-34 (Beluga Sterling PA),BRU 222-34,F
50.0583.0031.00,50.0583.0031,5028320183,Beluga River - 50.0583,Beluga River,BRU 223-24 (Beluga Sterling PA),BRU 223-24,K
50.0583.0031.01,50.0583.0031,5028320183,Beluga River - 50.0583,Beluga River,BRU 223-24 (Tyonek Undefined),BRU 223-24 ,K
50.0583.0008.02,50.0583.0008,5028320042,Beluga River - 50.0583,Beluga River,BRU 224-13 (Beluga Sterling PA),BRU 224-13,J
50.0583.0008.00,50.0583.0008,5028320042,Beluga River - 50.0583,Beluga River,BRU 224-13L (Beluga Sterling PA),BRU 224-13L,J
50.0583.0008.03,50.0583.0008,5028320042,Beluga River - 50.0583,Beluga River,BRU 224-13L (Beluga Sterling PA),BRU 224-13L,J
50.0583.0008.01,50.0583.0008,5028320042,Beluga River - 50.0583,Beluga River,BRU 224-13S (Beluga Sterling PA),BRU 224-13S,J
50.0583.0008.04,50.0583.0008,5028320042,Beluga River - 50.0583,Beluga River,BRU 224-13S (Beluga Sterling PA),BRU 224-13S,J
50.0583.0013.00,50.0583.0013,5028320076,Beluga River - 50.0583,Beluga River,BRU 224-23L (Beluga Sterling PA),BRU 224-23L,J
50.0583.0013.02,50.0583.0013,5028320076,Beluga River - 50.0583,Beluga River,BRU 224-23L (Beluga Sterling PA),BRU 224-23L,J
50.0583.0013.01,50.0583.0013,5028320076,Beluga River - 50.0583,Beluga River,BRU 224-23S (Beluga Sterling PA),BRU 224-23S,J
50.0583.0013.03,50.0583.0013,5028320076,Beluga River - 50.0583,Beluga River,BRU 224-23S (Beluga Sterling PA),BRU 224-23S,J
50.0583.0027.00,50.0583.0027,5028320157,Beluga River - 50.0583,Beluga River,BRU 224-23T (Beluga Sterling PA),BRU 224-23T,J
50.0583.0027.01,50.0583.0027,5028320157,Beluga River - 50.0583,Beluga River,BRU 224-23T (Beluga Sterling PA),BRU 224-23T,J
50.0583.0017.00,50.0583.0017,5028320080,Beluga River - 50.0583,Beluga River,BRU 224-34 (Beluga Sterling PA),BRU 224-34,C
50.0583.0017.01,50.0583.0017,5028320080,Beluga River - 50.0583,Beluga River,BRU 224-34 (Beluga Sterling PA),BRU 224-34,C
50.0583.0001.00,50.0583.0001,5028310023,Beluga River - 50.0583,Beluga River,BRU 232-04 (Beluga Sterling PA),BRU 232-04,B
50.0583.0001.01,50.0583.0001,5028310023,Beluga River - 50.0583,Beluga River,BRU 232-04 (Beluga Sterling PA),BRU 232-04,B
50.0583.0012.00,50.0583.0012,5028320075,Beluga River - 50.0583,Beluga River,BRU 232-09 (Beluga Sterling PA),BRU 232-09,DW-1
50.0583.0012.01,50.0583.0012,5028320075,Beluga River - 50.0583,Beluga River,BRU 232-09 (Beluga Sterling PA),BRU 232-09,DW-1
50.0583.0025.00,50.0583.0025,5028320133,Beluga River - 50.0583,Beluga River,BRU 232-23 (Beluga Sterling PA),BRU 232-23,K
50.0583.0025.01,50.0583.0025,5028320133,Beluga River - 50.0583,Beluga River,BRU 232-23 (Beluga Sterling PA),BRU 232-23,K
50.0583.0014.00,50.0583.0014,5028320077,Beluga River - 50.0583,Beluga River,BRU 232-26L (Beluga Sterling PA),BRU 232-26L,J
50.0583.0014.02,50.0583.0014,5028320077,Beluga River - 50.0583,Beluga River,BRU 232-26L (Beluga Sterling PA),BRU 232-26L,J
50.0583.0014.01,50.0583.0014,5028320077,Beluga River - 50.0583,Beluga River,BRU 232-26S (Beluga Sterling PA),BRU 232-26S,J
50.0583.0014.03,50.0583.0014,5028320077,Beluga River - 50.0583,Beluga River,BRU 232-26S (Beluga Sterling PA),BRU 232-26S,J
50.0583.0026.02,50.0583.0026,5028320136,Beluga River - 50.0583,Beluga River,BRU 233-23 (Beluga Sterling PA),BRU 233-23,K
50.0583.0003.00,50.0583.0003,5028310026,Beluga River - 50.0583,Beluga River,BRU 233-27 (Beluga Sterling PA),BRU 233-27,I
50.0583.0003.01,50.0583.0003,5028310026,Beluga River - 50.0583,Beluga River,BRU 233-27 (Beluga Sterling PA),BRU 233-27,I
50.0583.0016.04,50.0583.0016,5028320079,Beluga River - 50.0583,Beluga River,BRU 241-04 (Beluga Sterling PA),BRU 241-04,
50.0583.0007.00,50.0583.0007,5028320038,Beluga River - 50.0583,Beluga River,BRU 241-34L (Beluga Sterling PA),BRU 241-34L,F
50.0583.0007.02,50.0583.0007,5028320038,Beluga River - 50.0583,Beluga River,BRU 241-34L (Beluga Sterling PA),BRU 241-34L,F
50.0583.0007.01,50.0583.0007,5028320038,Beluga River - 50.0583,Beluga River,BRU 241-34S (Beluga Sterling PA),BRU 241-34S,F
50.0583.0007.03,50.0583.0007,5028320038,Beluga River - 50.0583,Beluga River,BRU 241-34S (Beluga Sterling PA),BRU 241-34S,F
50.0583.0030.00,50.0583.0030,5028320181,Beluga River - 50.0583,Beluga River,BRU 241-34T (Beluga Sterling PA),BRU 241-34T,F
50.0583.0022.00,50.0583.0022,5028320164,Beluga River - 50.0583,Beluga River,BRU 242-04 (Beluga Sterling PA),BRU 242-04,C
50.0583.0022.01,50.0583.0022,5028320164,Beluga River - 50.0583,Beluga River,BRU 242-04 (Beluga Sterling PA),BRU 242-04,C
50.0583.0020.00,50.0583.0020,5028320124,Beluga River - 50.0583,Beluga River,BRU 243-34L (Beluga Sterling PA),BRU 243-34L,D
50.0583.0020.02,50.0583.0020,5028320124,Beluga River - 50.0583,Beluga River,BRU 243-34L (Beluga Sterling PA),BRU 243-34L,D
50.0583.0020.01,50.0583.0020,5028320124,Beluga River - 50.0583,Beluga River,BRU 243-34S (Beluga Sterling PA),BRU 243-34S,D
50.0583.0020.03,50.0583.0020,5028320124,Beluga River - 50.0583,Beluga River,BRU 243-34S (Beluga Sterling PA),BRU 243-34S,D
50.0583.0005.00,50.0583.0005,5028320002,Beluga River - 50.0583,Beluga River,BRU 244-04L (Beluga Sterling PA),BRU 244-04L,A
50.0583.0005.03,50.0583.0005,5028320002,Beluga River - 50.0583,Beluga River,BRU 244-04L (Beluga Sterling PA),BRU 244-04L,A
50.0583.0005.01,50.0583.0005,5028320002,Beluga River - 50.0583,Beluga River,BRU 244-04M (Beluga Sterling PA),BRU 244-04M,A
50.0583.0005.04,50.0583.0005,5028320002,Beluga River - 50.0583,Beluga River,BRU 244-04M (Beluga Sterling PA),BRU 244-04M,A
50.0583.0005.02,50.0583.0005,5028320002,Beluga River - 50.0583,Beluga River,BRU 244-04S (Beluga Sterling PA),BRU 244-04S,A
50.0583.0005.05,50.0583.0005,5028320002,Beluga River - 50.0583,Beluga River,BRU 244-04S (Beluga Sterling PA),BRU 244-04S,A
50.0583.0024.00,50.0583.0024,5028320165,Beluga River - 50.0583,Beluga River,BRU 244-23 (Beluga Sterling PA),BRU 244-23,J
50.0583.0024.01,50.0583.0024,5028320165,Beluga River - 50.0583,Beluga River,BRU 244-23 (Beluga Sterling PA),BRU 244-23,J
50.0583.0032.00,50.0583.0032,5028320185,Beluga River - 50.0583,Beluga River,BRU 244-27 (Beluga Sterling PA),BRU 244-27,F
50.0583.0015.00,50.0583.0015,5028320078,Beluga River - 50.0583,Beluga River,BRU BRWD 001 WDW Beluga Sterling PA,BRU BRWD 001,N
50.0583.0015.01,50.0583.0015,5028320078,Beluga River - 50.0583,Beluga River,BRU BRWD 001 WDW Beluga Sterling PA,BRU BRWD 001,N
50.0583.0023.00,50.0583.0023,5028300000,Beluga River - 50.0583,Beluga River,BRU H 001-L1,BRU H 001-L1,
50.0584.0001.00,50.0584.0001,5013310029,Birch Hill - 50.0584,Birch Hill,BHU 022-25 Gas Pool #1 PA,BHU 022-25 Gas Pool #1,
50.0586.0002.01,50.0586.0002,5023120013,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 001 Happy Valley PA,HVA 001,A
50.0586.0002.99,50.0586.0002,5023120013,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 001 Happy Valley Pre-HAK,HVA 001,A
50.0586.0003.01,50.0586.0003,5023120014,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 002 Happy Valley PA,HVA 002,A
50.0586.0003.99,50.0586.0003,5023120014,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 002 Happy Valley Pre-HAK,HVA 002,A
50.0586.0004.01,50.0586.0004,5023120016,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 003 Happy Valley PA,HVA 003,A
50.0586.0004.99,50.0586.0004,5023120016,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 003 Happy Valley Pre-HAK,HVA 003,A
50.0586.0005.01,50.0586.0005,5023120017,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 004 Happy Valley PA,HVA 004,A
50.0586.0005.99,50.0586.0005,5023120017,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 004 Happy Valley Pre-HAK,HVA 004,A
50.0586.0014.00,50.0586.0014,5023120018,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 005 Happy Valley PA,HVA 005,A
50.0586.0006.01,50.0586.0006,5023120019,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 006 Happy Valley PA,HVA 006,A
50.0586.0006.99,50.0586.0006,5023120019,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 006 Happy Valley Pre-HAK,HVA 006,A
50.0586.0007.01,50.0586.0007,5023120022,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 007 Happy Valley PA,HVA 007,A
50.0586.0007.99,50.0586.0007,5023120022,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 007 Happy Valley Pre-HAK,HVA 007,A
50.0586.0008.01,50.0586.0008,5023120023,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 008 Happy Valley PA,HVA 008,A
50.0586.0008.99,50.0586.0008,5023120023,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 008 Happy Valley Pre-HAK,HVA 008,A
50.0586.0009.01,50.0586.0009,5023120027,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 009 Happy Valley PA,HVA 009,A
50.0586.0009.99,50.0586.0009,5023120027,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 009 Happy Valley Pre-HAK,HVA 009,A
50.0586.0010.01,50.0586.0010,5023120028,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 010 Happy Valley PA,HVA 010,A
50.0586.0010.99,50.0586.0010,5023120028,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 010 Happy Valley Pre-HAK,HVA 010,A
50.0586.0011.01,50.0586.0011,5023120029,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 011 Happy Valley PA,HVA 011,A
50.0586.0011.99,50.0586.0011,5023120029,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVA 011 Happy Valley Pre-HAK,HVA 011,A
50.0586.0012.00,50.0586.0012,5023120031,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVB 012 Happy Valley PA,HVB 012,B
50.0586.0012.01,50.0586.0012,5023120031,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVB 012 Happy Valley PA,HVB 012,B
50.0586.0013.00,50.0586.0013,5023120032,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVB 013 Happy Valley PA,HVB 013,B
50.0586.0015.01,50.0586.0015,5023120036,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVB 014 C-061589,HVB 014 C-061589,B
50.0586.0015.00,50.0586.0015,5023120036,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVB 014 Happy Valley PA,HVB 014,B
50.0586.0017.00,50.0586.0017,5023120039,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVB 015 Happy Valley PA,HVB 015,B
50.0586.0017.01,50.0586.0017,5023120039,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVB 015 Happy Valley PA,HVB 015,B
50.0586.0018.00,50.0586.0018,5023120040,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVB 016 Happy Valley PA,HVB 016,B
50.0586.0018.01,50.0586.0018,5023120040,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVB 016A Happy Valley PA,HVB 016A,B
50.0586.0019.00,50.0586.0019,5023120049,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU HVB 017 Happy Valley PA,HVB 017,B
50.0586.0001.00,50.0586.0001,5013320507,Deep Creek (Happy Valley) - 50.0586,Deep Creek (Happy Valley),DCU NNA 001 WDW Happy Valley PA,NNA 001 WDW Happy Valley PA,
